,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
,186,0,0.0,0.0
