時間戳記,年級,就讀高中縣市,你知道2019年4/15巴黎聖母院發生什麼事了嗎？,你知道2019年4/10宣布了什麼天文學上的重大新聞嗎？,2018年中國科學家賀建奎發表了什麼造成全球學術界譁然？,你知道2019年4/21斯里蘭卡發生什麼事嗎？,你知道連續六年受假消息攻擊最嚴重的地方是？,你知道2018年臉書為什麼發生「刪帳號潮」嗎？,你知道2019年3/15在紐西蘭基督城發生了什麼事嗎？,你知道2019年4/25普丁和誰會面了嗎？,你知道2018年12/22印尼海嘯發生原因嗎？,你知道日本新年號是什麼嗎？,分數,平日資訊接收來源,意見回饋,您認為這份題目的難易度是?,這份問卷會讓你想要更加了解國際時事嗎?,,,,
4/29/2019 8:33:10,高三,彰中投,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,政變,大陸,隱私外洩,不知道,金正恩,不知道,令和,50 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram, PTT, 他人告知、口耳相傳, Dcard",,馬馬虎虎，就像我們連梗都懶得想一樣,3,,,,
4/29/2019 8:40:18,高二,桃竹苗,不知道,不知道,基因改造嬰兒,地震,不知道,隱私外洩,不知道,不知道,火山爆發,令和,40 / 100,"網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,這些事有發生過哦，怕豹.jpg,3,,,,
4/29/2019 8:46:59,高三,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,海底地震,令和,90 / 100,"電視, Facebook, 他人告知、口耳相傳",,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,3,,,,
4/29/2019 9:05:39,高二,雲嘉南,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,爆炸案,大陸,隱私外洩,槍擊案,金正恩,火山爆發,令和,80 / 100,"電視, 廣播, 報章雜誌, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",不錯,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,5,,,,
4/29/2019 9:06:17,高二,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,北韓,隱私外洩,槍擊案,金正恩,海底地震,令和,80 / 100,"電視, 網路新聞, Facebook, Twitter",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/28/2019 19:48:42,高一,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,地震,以上皆非,隱私外洩,不知道,不知道,海底地震,令和,60 / 100,"網路新聞, Facebook, Instagram",,馬馬虎虎，就像我們連梗都懶得想一樣,3,,,,
4/29/2019 9:11:41,高三,桃竹苗,火災,拍到黑洞周圍電磁波影像,不知道,不知道,不知道,伺服器搬家造成大當機,不知道,川普,海底地震,不知道,20 / 100,"網路新聞, Facebook, Instagram, PTT, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,4,,,,
4/29/2019 9:15:13,高三,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,大陸,隱私外洩,不知道,川普,不知道,令和,60 / 100,"電視, 網路新聞, Facebook, Instagram, PTT, 他人告知、口耳相傳, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 9:16:20,高三,雲嘉南,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,不知道,不知道,不知道,不知道,不知道,不知道,令和,40 / 100,"網路新聞, Facebook, PTT",,中間偏難，跟你找到女朋友的可能一樣,3,,,,
4/28/2019 20:08:56,高一,彰中投,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,爆炸案,芬蘭,隱私外洩,不知道,川普,火山爆發,令和,60 / 100,"電視, 網路新聞, Facebook",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
4/29/2019 9:39:57,高二,桃竹苗,火災,拍到黑洞周圍電磁波影像,器官活摘合法論,爆炸案,芬蘭,隱私外洩,槍擊案,金正恩,火山爆發,令和,80 / 100,"網路新聞, Facebook, Instagram, PTT, 他人告知、口耳相傳",出得很好啊，不過有些選項還滿白痴的?????? 像是羊群暴動那個 在下不小心笑出來了??????? ,中間偏難，跟你找到女朋友的可能一樣,4,,,,
4/29/2019 9:47:27,高三,基北北,火災,拍到黑洞周圍電磁波影像,不知道,不知道,北韓,隱私外洩,地震,金正恩,海底地震,不知道,40 / 100,"電視, 網路新聞, Facebook, Instagram, PTT, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,1,,,,
4/29/2019 9:54:36,高三,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,大陸,不知道,不知道,不知道,海底地震,令和,40 / 100,"網路新聞, Facebook, Instagram, 他人告知、口耳相傳, Dcard",,中間偏難，跟你找到女朋友的可能一樣,4,,,,
4/29/2019 10:08:15,高二,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,隱私外洩,槍擊案,金正恩,海底地震,令和,80 / 100,"網路新聞, Facebook",,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,1,,,,
4/29/2019 10:10:04,高二,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,以上皆非,以上皆非,隱私外洩,槍擊案,金正恩,海底地震,令和,80 / 100,"廣播, 網路新聞, Facebook, Instagram, PTT, 他人告知、口耳相傳, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 10:10:56,高三,雲嘉南,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,隱私外洩,地震,金正恩,海底地震,令和,70 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram, PTT, Dcard",I am Iron Man ,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/28/2019 20:10:11,高一,桃竹苗,火災,火星上有地震,器官活摘合法論,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,核彈試射,善化,60 / 100,"巴哈姆特討論區, Facebook",,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,1,,,,
4/29/2019 10:31:29,高三,彰中投,火災,不知道,基因改造嬰兒,不知道,以上皆非,隱私外洩,槍擊案,不知道,海底地震,不知道,50 / 100,"廣播, 網路新聞, Facebook, Instagram, PTT, 他人告知、口耳相傳, Dcard",,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
4/28/2019 20:33:41,高一,高屏,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,大陸,伺服器搬家造成大當機,不知道,金正恩,海底地震,令和,60 / 100,網路新聞,,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,3,,,,
4/28/2019 20:48:49,高一,桃竹苗,火災,拍到黑洞周圍電磁波影像,不知道,以上皆非,以上皆非,隱私外洩,槍擊案,習近平,海底地震,令和,60 / 100,"電視, 報章雜誌, 網路新聞, 巴哈姆特討論區, Facebook, Instagram, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,3,,,,
4/29/2019 10:38:25,高三,雲嘉南,火災,拍到黑洞周圍電磁波影像,不知道,不知道,大陸,隱私外洩,槍擊案,金正恩,不知道,令和,60 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/28/2019 21:03:08,高一,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,北韓,隱私外洩,地震,習近平,海底地震,令和,60 / 100,"電視, 廣播, 報章雜誌, 網路新聞, Instagram",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/28/2019 21:10:58,高一,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,不知道,不知道,金正恩,不知道,令和,60 / 100,"電視, 報章雜誌, 網路新聞, 巴哈姆特討論區, Facebook, Instagram, Twitter, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 10:56:18,高三,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,大陸,隱私外洩,槍擊案,金正恩,不知道,令和,80 / 100,"電視, 網路新聞, 巴哈姆特討論區, Facebook, Instagram, PTT, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 11:00:22,高二,基北北,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,北韓,隱私外洩,槍擊案,金正恩,海底地震,善化,60 / 100,"電視, 網路新聞, 巴哈姆特討論區, Facebook, Instagram, 他人告知、口耳相傳, Dcard, 其他","
我覺得很棒",中間偏難，跟你找到女朋友的可能一樣,5,,,,
4/29/2019 11:07:51,其他,雲嘉南,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,大陸,隱私外洩,槍擊案,金正恩,海底地震,令和,80 / 100,"電視, 網路新聞, Facebook, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 11:22:39,高三,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,伺服器搬家造成大當機,槍擊案,金正恩,海底地震,令和,80 / 100,"電視, 網路新聞, 巴哈姆特討論區, Facebook, Instagram, PTT, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 11:27:45,高三,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,不知道,令和,90 / 100,"電視, 網路新聞, PTT, 他人告知、口耳相傳, Dcard, 其他",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/29/2019 11:28:39,高三,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,大陸,隱私外洩,槍擊案,不知道,海底地震,令和,70 / 100,"網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 11:29:22,高三,雲嘉南,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,大陸,隱私外洩,槍擊案,金正恩,海底地震,令和,80 / 100,"電視, 網路新聞, Facebook, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/28/2019 21:45:41,高一,基北北,火災,不知道,不知道,爆炸案,北韓,隱私外洩,槍擊案,金正恩,海底地震,令和,60 / 100,"電視, Facebook, Twitter, 他人告知、口耳相傳, 其他",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/28/2019 22:02:10,高一,基北北,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,大陸,不知道,槍擊案,不知道,火山爆發,令和,60 / 100,"電視, Facebook",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
4/28/2019 22:03:04,高一,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,不知道,以上皆非,隱私外洩,槍擊案,川普,不知道,令和,60 / 100,"電視, 廣播, 報章雜誌, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/29/2019 12:00:04,其他,雲嘉南,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,爆炸案,芬蘭,臉書被中資收購,槍擊案,金正恩,海底地震,令和,60 / 100,"網路新聞, PTT",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,2,,,,
4/29/2019 12:02:55,高三,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,不知道,大陸,隱私外洩,不知道,不知道,海底地震,令和,50 / 100,"電視, 網路新聞, 巴哈姆特討論區, 他人告知、口耳相傳",88,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/29/2019 12:06:32,高三,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,不知道,槍擊案,不知道,不知道,令和,60 / 100,"網路新聞, Facebook, Instagram, Twitter, PTT, 他人告知、口耳相傳",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
4/29/2019 12:08:35,高二,基北北,火災,拍到黑洞周圍電磁波影像,不知道,不知道,不知道,隱私外洩,槍擊案,習近平,不知道,令和,50 / 100,"網路新聞, Facebook, Instagram",,中間偏難，跟你找到女朋友的可能一樣,5,,,,
4/29/2019 12:12:38,高三,雲嘉南,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,火山爆發,令和,100 / 100,"電視, 廣播, 報章雜誌, 網路新聞, Facebook, Instagram, PTT, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/29/2019 12:15:27,其他,雲嘉南,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,爆炸案,以上皆非,隱私外洩,槍擊案,習近平,海底地震,令和,70 / 100,"網路新聞, Facebook",,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
4/28/2019 22:15:20,高一,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,不知道,以上皆非,不知道,槍擊案,不知道,海底地震,令和,60 / 100,"電視, 網路新聞, Facebook, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/28/2019 22:22:57,高一,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,不知道,不知道,槍擊案,不知道,火山爆發,令和,60 / 100,"電視, Facebook, Instagram, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/29/2019 12:33:13,高二,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,隱私外洩,不知道,金正恩,海底地震,令和,70 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram, PTT, Dcard",,中間偏難，跟你找到女朋友的可能一樣,4,,,,
4/29/2019 12:49:35,高三,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,北韓,隱私外洩,槍擊案,不知道,不知道,令和,70 / 100,"電視, 報章雜誌, 網路新聞, Instagram, Twitter, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/28/2019 22:23:19,高一,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,不知道,不知道,槍擊案,不知道,火山爆發,令和,60 / 100,"電視, Facebook, Instagram, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/28/2019 22:24:21,高一,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,不知道,不知道,槍擊案,不知道,火山爆發,令和,60 / 100,"電視, Facebook, Instagram, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/28/2019 22:25:54,高一,彰中投,火災,拍到黑洞周圍電磁波影像,以上皆非,爆炸案,以上皆非,不知道,槍擊案,習近平,海底地震,令和,60 / 100,"報章雜誌, 網路新聞, 巴哈姆特討論區, Facebook, Instagram, Twitter, PTT, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,5,,,,
4/29/2019 13:05:19,高三,基北北,火災,不知道,不知道,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,不知道,不知道,60 / 100,"電視, 報章雜誌",,這些事有發生過哦，怕豹.jpg,3,,,,
4/29/2019 13:08:27,高三,基北北,火災,不知道,不知道,不知道,不知道,不知道,不知道,不知道,海底地震,令和,20 / 100,"電視, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,4,,,,
4/28/2019 22:33:20,高一,基北北,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,不知道,不知道,槍擊案,金正恩,不知道,令和,60 / 100,"電視, 網路新聞, Facebook, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/28/2019 22:47:06,高一,基北北,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,不知道,隱私外洩,槍擊案,金正恩,不知道,不知道,60 / 100,"電視, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",好開心能看到這種問卷 希望台灣未來能更好,中間偏難，跟你找到女朋友的可能一樣,5,,,,
4/28/2019 22:48:38,高一,基北北,火災,以上皆非,基因改造嬰兒,爆炸案,不知道,隱私外洩,槍擊案,不知道,海底地震,令和,60 / 100,"網路新聞, Facebook, 其他",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/29/2019 13:36:15,高二,雲嘉南,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,不知道,海底地震,令和,80 / 100,"電視, 網路新聞, Facebook, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/29/2019 13:41:27,高二,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,不知道,不知道,隱私外洩,地震,不知道,不知道,令和,50 / 100,"網路新聞, Facebook",,中間偏難，跟你找到女朋友的可能一樣,4,,,,
4/29/2019 13:50:04,高二,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,不知道,芬蘭,隱私外洩,不知道,金正恩,海底地震,令和,50 / 100,"電視, 網路新聞, 巴哈姆特討論區, Instagram, Dcard",,中間偏難，跟你找到女朋友的可能一樣,4,,,,
4/29/2019 13:58:28,其他,雲嘉南,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,爆炸案,北韓,隱私外洩,不知道,不知道,海底地震,以上皆非,40 / 100,"電視, 報章雜誌, 網路新聞, 巴哈姆特討論區, Facebook, Instagram, PTT, 他人告知、口耳相傳, Dcard",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
4/29/2019 14:02:26,高三,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,以上皆非,不知道,不知道,槍擊案,金正恩,海底地震,令和,60 / 100,"電視, 網路新聞, 他人告知、口耳相傳",很有趣的設計，小論文加油,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
4/29/2019 14:03:34,高二,基北北,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,以上皆非,不知道,槍擊案,不知道,海底地震,令和,60 / 100,"電視, 網路新聞, Facebook, Instagram, PTT, Dcard",,中間偏難，跟你找到女朋友的可能一樣,4,,,,
4/29/2019 14:06:48,高三,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,隱私外洩,槍擊案,川普,海底地震,令和,70 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳, Dcard, 其他",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/28/2019 22:58:57,高一,基北北,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,不知道,隱私外洩,槍擊案,不知道,海底地震,令和,60 / 100,"電視, 網路新聞, Facebook, 他人告知、口耳相傳",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
4/29/2019 14:44:35,高三,基北北,火災,拍到黑洞周圍電磁波影像,器官活摘合法論,爆炸案,不知道,隱私外洩,槍擊案,金正恩,海底地震,令和,70 / 100,"電視, 報章雜誌, 網路新聞, Instagram, 他人告知、口耳相傳, Dcard",,中間偏難，跟你找到女朋友的可能一樣,4,,,,
4/29/2019 15:08:09,高二,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,北韓,隱私外洩,槍擊案,金正恩,海底地震,令和,80 / 100,"網路新聞, Facebook, Instagram, PTT, 他人告知、口耳相傳, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 15:12:10,高二,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,政變,不知道,不知道,槍擊案,金正恩,不知道,不知道,50 / 100,"電視, 網路新聞, Facebook",,中間偏難，跟你找到女朋友的可能一樣,3,,,,
4/28/2019 23:04:41,高一,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,以上皆非,以上皆非,伺服器搬家造成大當機,不知道,金正恩,海底地震,令和,60 / 100,"電視, 網路新聞, Facebook",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/29/2019 15:51:41,高三,基北北,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,爆炸案,不知道,隱私外洩,槍擊案,不知道,核彈試射,令和,60 / 100,"電視, 網路新聞, Facebook, Twitter, PTT, 他人告知、口耳相傳, Dcard",,馬馬虎虎，就像我們連梗都懶得想一樣,3,,,,
4/29/2019 15:56:11,高三,彰中投,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,爆炸案,大陸,不知道,槍擊案,不知道,不知道,令和,50 / 100,"網路新聞, Facebook, Instagram",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 16:02:11,其他,桃竹苗,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,爆炸案,北韓,隱私外洩,槍擊案,習近平,海底地震,令和,60 / 100,"電視, 網路新聞, Facebook, Instagram, PTT",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 16:10:36,高三,高屏,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,大陸,不知道,槍擊案,金正恩,海底地震,不知道,60 / 100,"報章雜誌, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 16:15:27,高三,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,海底地震,令和,90 / 100,"網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
4/29/2019 16:28:01,高二,基北北,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,不知道,隱私外洩,槍擊案,金正恩,海底地震,令和,70 / 100,"電視, 網路新聞, Facebook, 他人告知、口耳相傳",建議以填充題作答,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/29/2019 16:28:18,高三,桃竹苗,火災,拍到黑洞周圍電磁波影像,不知道,地震,大陸,伺服器搬家造成大當機,槍擊案,金正恩,海底地震,以上皆非,40 / 100,"電視, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳, Dcard",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
4/29/2019 16:29:37,高三,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,不知道,槍擊案,金正恩,火山爆發,令和,90 / 100,"電視, 報章雜誌, 網路新聞, 巴哈姆特討論區, Facebook",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/28/2019 23:07:22,高一,雲嘉南,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,北韓,隱私外洩,槍擊案,川普,海底地震,善化,60 / 100,"網路新聞, Facebook, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 16:31:32,高二,基北北,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,海底地震,不知道,70 / 100,"電視, 報章雜誌, 網路新聞, Instagram",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 16:31:35,高二,雲嘉南,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,大陸,隱私外洩,槍擊案,金正恩,火山爆發,令和,90 / 100,"電視, 報章雜誌, 網路新聞, 巴哈姆特討論區, Facebook, Twitter, 其他",受假新聞攻擊最嚴重的是中國大陸才對，認為是台灣的本身就是西方仇中集團搞的假新聞,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,4,,,,
4/29/2019 16:41:01,高三,雲嘉南,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,政變,以上皆非,隱私外洩,地震,習近平,海底地震,令和,60 / 100,"網路新聞, 其他",,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,1,,,,
4/29/2019 0:34:39,高一,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,大陸,不知道,槍擊案,不知道,不知道,令和,60 / 100,"報章雜誌, 他人告知、口耳相傳, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 16:46:31,高二,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,不知道,臉書被中資收購,槍擊案,不知道,不知道,令和,50 / 100,"電視, 報章雜誌, 網路新聞, Facebook, 他人告知、口耳相傳",,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
4/29/2019 16:46:53,高三,桃竹苗,火災,不知道,器官活摘合法論,爆炸案,北韓,隱私外洩,地震,金正恩,火山爆發,善化,50 / 100,"電視, 廣播, 網路新聞, Facebook, Instagram, PTT, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,4,,,,
4/29/2019 16:51:12,其他,彰中投,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,不知道,大陸,隱私外洩,槍擊案,金正恩,不知道,令和,60 / 100,"報章雜誌, 網路新聞, Facebook, Instagram, Twitter, PTT, 他人告知、口耳相傳, Dcard",,中間偏難，跟你找到女朋友的可能一樣,3,,,,
4/29/2019 16:53:03,高三,桃竹苗,火災,拍到黑洞周圍電磁波影像,不知道,地震,不知道,臉書被中資收購,槍擊案,以上皆非,火山爆發,善化,40 / 100,"電視, 網路新聞, Facebook, 他人告知、口耳相傳, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 17:01:05,高三,雲嘉南,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,爆炸案,大陸,隱私外洩,槍擊案,金正恩,海底地震,令和,70 / 100,"網路新聞, Facebook, PTT, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 17:02:27,高三,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,芬蘭,隱私外洩,槍擊案,金正恩,海底地震,令和,80 / 100,"電視, 網路新聞, Facebook, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 0:49:18,高一,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,不知道,不知道,隱私外洩,槍擊案,不知道,海底地震,令和,60 / 100,"網路新聞, 巴哈姆特討論區, Facebook, Dcard",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
4/29/2019 17:16:03,高三,雲嘉南,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,不知道,不知道,隱私外洩,槍擊案,金正恩,不知道,令和,70 / 100,"電視, 報章雜誌, 網路新聞, 巴哈姆特討論區, Facebook, Twitter, PTT, 他人告知、口耳相傳, 其他",,這些事有發生過哦，怕豹.jpg,1,,,,
4/29/2019 17:19:49,高二,彰中投,火災,不知道,基因改造嬰兒,地震,以上皆非,隱私外洩,不知道,金正恩,海底地震,不知道,50 / 100,"電視, 網路新聞, Instagram, 他人告知、口耳相傳",怕豹的圖好口愛www,馬馬虎虎，就像我們連梗都懶得想一樣,3,,,,
