時間戳記,年級,就讀高中縣市,你知道2019年4/15巴黎聖母院發生什麼事了嗎？,你知道2019年4/10宣布了什麼天文學上的重大新聞嗎？,2018年中國科學家賀建奎發表了什麼造成全球學術界譁然？,你知道2019年4/21斯里蘭卡發生什麼事嗎？,你知道連續六年受假消息攻擊最嚴重的地方是？,你知道2018年臉書為什麼發生「刪帳號潮」嗎？,你知道2019年3/15在紐西蘭基督城發生了什麼事嗎？,你知道2019年4/25普丁和誰會面了嗎？,你知道2018年12/22印尼海嘯發生原因嗎？,你知道日本新年號是什麼嗎？,分數,平日資訊接收來源,意見回饋,您認為這份題目的難易度是?,這份問卷會讓你想要更加了解國際時事嗎?,,,,
4/29/2019 2:47:28,高一,高屏,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,北韓,不知道,地震,金正恩,火山爆發,令和,60 / 100,"電視, 報章雜誌, 網路新聞, 巴哈姆特討論區, Facebook, Twitter, PTT, Dcard",,馬馬虎虎，就像我們連梗都懶得想一樣,3,,,,
4/29/2019 6:49:16,高一,雲嘉南,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,政變,以上皆非,隱私外洩,槍擊案,川普,不知道,令和,60 / 100,"報章雜誌, 網路新聞, 巴哈姆特討論區, Facebook, 他人告知、口耳相傳, 其他",,這些事有發生過哦，怕豹.jpg,4,,,,
4/29/2019 8:20:13,高一,桃竹苗,火災,拍到黑洞周圍電磁波影像,不知道,政變,大陸,隱私外洩,不知道,金正恩,火山爆發,令和,60 / 100,"電視, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/29/2019 9:32:27,高一,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,政變,大陸,隱私外洩,槍擊案,川普,海底地震,令和,60 / 100,"電視, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,5,,,,
4/29/2019 10:21:42,高一,彰中投,恐怖攻擊,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,隱私外洩,槍擊案,習近平,海底地震,令和,60 / 100,Instagram,,中間偏難，跟你找到女朋友的可能一樣,4,,,,
4/29/2019 17:25:25,高二,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,不知道,槍擊案,金正恩,海底地震,不知道,60 / 100,"網路新聞, Facebook, Instagram",圖很棒,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
4/29/2019 10:40:40,高一,雲嘉南,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,北韓,不知道,槍擊案,川普,火山爆發,寬平,60 / 100,"電視, 網路新聞, Facebook, Instagram",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/29/2019 11:53:10,高一,彰中投,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,爆炸案,不知道,伺服器搬家造成大當機,槍擊案,金正恩,火山爆發,以上皆非,60 / 100,"廣播, 報章雜誌, 網路新聞",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/29/2019 11:56:34,高一,雲嘉南,火災,拍到黑洞周圍電磁波影像,不知道,不知道,不知道,隱私外洩,槍擊案,金正恩,不知道,令和,60 / 100,"電視, 廣播, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳, Dcard",,中間偏難，跟你找到女朋友的可能一樣,4,,,,
4/29/2019 12:53:09,高一,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,不知道,不知道,隱私外洩,槍擊案,不知道,不知道,令和,60 / 100,"電視, 報章雜誌, 網路新聞, Instagram, Dcard",,中間偏難，跟你找到女朋友的可能一樣,4,,,,
4/29/2019 17:37:52,高三,桃竹苗,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,不知道,隱私外洩,槍擊案,不知道,不知道,不知道,50 / 100,"電視, 網路新聞, Facebook","為什麼模範生容易被綁架?
.
.
.
.
.
.
.
.
.
.
.
.
因為他一副好綁樣....",中間偏難，跟你找到女朋友的可能一樣,4,,,,
4/29/2019 17:47:09,高二,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,不知道,不知道,臉書被中資收購,不知道,不知道,不知道,不知道,30 / 100,"電視, 網路新聞, 巴哈姆特討論區, Facebook, Instagram, 他人告知、口耳相傳, Dcard",,中間偏難，跟你找到女朋友的可能一樣,5,,,,
4/29/2019 17:50:09,高二,彰中投,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,地震,北韓,不知道,地震,川普,海底地震,不知道,20 / 100,"電視, 網路新聞, Facebook, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 12:57:17,高一,基北北,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,不知道,臉書被中資收購,槍擊案,金正恩,海底地震,令和,60 / 100,"電視, 報章雜誌, 網路新聞, Instagram, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,4,,,,
4/29/2019 13:18:39,高一,雲嘉南,火災,拍到黑洞周圍電磁波影像,器官活摘合法論,政變,大陸,隱私外洩,槍擊案,金正恩,海底地震,令和,60 / 100,"網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,3,,,,
4/29/2019 17:57:52,高二,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,政變,大陸,臉書被中資收購,地震,川普,核彈試射,令和,40 / 100,"電視, 網路新聞, Facebook, Instagram, Twitter, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,5,,,,
4/29/2019 17:58:46,高二,彰中投,火災,不知道,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,火山爆發,令和,90 / 100,"電視, 網路新聞, Facebook, Instagram, PTT, 他人告知、口耳相傳, 其他",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/29/2019 17:59:23,高二,雲嘉南,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,政變,大陸,臉書被中資收購,地震,川普,核彈試射,令和,40 / 100,"電視, Facebook",,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
4/29/2019 18:01:46,高二,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,以上皆非,臉書被中資收購,地震,不知道,不知道,令和,50 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/29/2019 18:04:48,高二,桃竹苗,不知道,拍到黑洞周圍電磁波影像,基因改造嬰兒,不知道,不知道,不知道,不知道,不知道,海底地震,以上皆非,20 / 100,"電視, Facebook, Instagram, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,3,,,,
4/29/2019 13:21:40,高一,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,臉書被中資收購,不知道,川普,海底地震,令和,60 / 100,"電視, 網路新聞, 他人告知、口耳相傳, Dcard",,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
4/29/2019 18:14:08,高二,桃竹苗,火災,不知道,器官活摘合法論,地震,不知道,不知道,槍擊案,不知道,海底地震,令和,30 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/29/2019 18:15:21,高三,基北北,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,北韓,不知道,槍擊案,金正恩,海底地震,令和,60 / 100,"電視, 網路新聞, Facebook",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 18:15:51,高二,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,地震,不知道,以上皆非,不知道,不知道,不知道,不知道,20 / 100,"電視, Facebook, Instagram, 他人告知、口耳相傳, Dcard",,這些事有發生過哦，怕豹.jpg,3,,,,
4/29/2019 14:13:20,高一,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,大陸,隱私外洩,不知道,金正恩,海底地震,不知道,60 / 100,"報章雜誌, 網路新聞, Facebook, Instagram, PTT, 他人告知、口耳相傳, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/29/2019 18:19:03,高三,高屏,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,不知道,不知道,不知道,不知道,不知道,令和,40 / 100,"電視, 網路新聞, Dcard",,馬馬虎虎，就像我們連梗都懶得想一樣,3,,,,
4/29/2019 17:26:28,高一,彰中投,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,不知道,以上皆非,不知道,槍擊案,金正恩,不知道,令和,60 / 100,"電視, 網路新聞, 巴哈姆特討論區, 他人告知、口耳相傳",,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
4/29/2019 18:32:29,高一,高屏,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,北韓,隱私外洩,羊群暴動踐踏傷人,川普,火山爆發,令和,60 / 100,"電視, 廣播, 報章雜誌, Facebook",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/29/2019 18:20:59,高三,雲嘉南,火災,拍到黑洞周圍電磁波影像,器官活摘合法論,爆炸案,以上皆非,隱私外洩,槍擊案,川普,海底地震,令和,70 / 100,"電視, 廣播, 報章雜誌, 網路新聞, Facebook, Dcard",,中間偏難，跟你找到女朋友的可能一樣,5,,,,
4/29/2019 20:57:12,高一,宜蘭、花東,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,爆炸案,芬蘭,臉書被中資收購,槍擊案,金正恩,不知道,令和,60 / 100,"網路新聞, Instagram, 他人告知、口耳相傳, Dcard",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
4/29/2019 21:23:34,高一,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,大陸,隱私外洩,不知道,不知道,海底地震,令和,60 / 100,"報章雜誌, 網路新聞, Instagram, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 18:26:41,高三,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,政變,不知道,隱私外洩,槍擊案,不知道,不知道,令和,60 / 100,"電視, 報章雜誌, Facebook",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
4/29/2019 23:24:01,高一,桃竹苗,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,爆炸案,不知道,伺服器搬家造成大當機,槍擊案,金正恩,海底地震,令和,60 / 100,"電視, Facebook, Instagram, 他人告知、口耳相傳",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
4/29/2019 18:33:42,高二,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,大陸,不知道,槍擊案,金正恩,不知道,令和,70 / 100,"電視, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 23:53:01,高一,基北北,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,以上皆非,不知道,槍擊案,不知道,核彈試射,令和,60 / 100,"電視, 網路新聞, Facebook, Instagram, PTT, 他人告知、口耳相傳, Dcard",,馬馬虎虎，就像我們連梗都懶得想一樣,3,,,,
4/29/2019 18:38:15,高三,高屏,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,大陸,隱私外洩,不知道,習近平,不知道,令和,50 / 100,"電視, 網路新聞, Facebook, Instagram, Twitter, PTT",好主題 祝研究順利,中間偏難，跟你找到女朋友的可能一樣,4,,,,
4/29/2019 18:50:18,高二,桃竹苗,火災,拍到黑洞周圍電磁波影像,不知道,不知道,北韓,隱私外洩,地震,不知道,不知道,令和,40 / 100,"網路新聞, Facebook, Instagram, 他人告知、口耳相傳, 其他",,中間偏難，跟你找到女朋友的可能一樣,4,,,,
4/29/2019 19:10:33,高三,高屏,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,火山爆發,令和,100 / 100,"網路新聞, 巴哈姆特討論區, Facebook, Instagram, Twitter, PTT, 其他",,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,4,,,,
4/30/2019 0:26:26,高一,宜蘭、花東,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,以上皆非,不知道,金正恩,海底地震,令和,60 / 100,"電視, 廣播, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/30/2019 5:50:59,高一,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,政變,大陸,不知道,槍擊案,金正恩,不知道,令和,60 / 100,"報章雜誌, Facebook, Instagram, PTT, 他人告知、口耳相傳",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
4/30/2019 10:20:55,高一,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,臉書被中資收購,槍擊案,不知道,火山爆發,以上皆非,60 / 100,"電視, 網路新聞, Facebook, Instagram",,中間偏難，跟你找到女朋友的可能一樣,3,,,,
4/30/2019 10:57:09,高一,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,以上皆非,隱私外洩,不知道,不知道,不知道,令和,60 / 100,"電視, 網路新聞, 他人告知、口耳相傳",,馬馬虎虎，就像我們連梗都懶得想一樣,1,,,,
4/29/2019 19:36:35,高二,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,以上皆非,不知道,槍擊案,不知道,不知道,不知道,50 / 100,"電視, 網路新聞, Facebook, 他人告知、口耳相傳","我覺得題目方面都還不錯，但不太了解這個問卷的目的？就是得到回答之後是要針對什麼方面進行探討，個人認為動機可以詳細一點。

辛苦了(^_^)",中間偏難，跟你找到女朋友的可能一樣,4,,,,
4/29/2019 19:37:48,高二,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,地震,大陸,以上皆非,槍擊案,川普,海底地震,令和,50 / 100,"網路新聞, Facebook, Instagram, PTT, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/30/2019 17:26:17,高一,高屏,火災,以上皆非,不知道,爆炸案,大陸,隱私外洩,槍擊案,金正恩,火山爆發,不知道,60 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳, 其他",,中間偏難，跟你找到女朋友的可能一樣,1,,,,
4/30/2019 18:25:56,高一,基北北,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,爆炸案,芬蘭,以上皆非,槍擊案,川普,火山爆發,令和,60 / 100,"電視, 網路新聞, PTT, Dcard",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
4/29/2019 19:45:59,高二,雲嘉南,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,大陸,隱私外洩,槍擊案,不知道,海底地震,令和,70 / 100,"電視, 廣播, 報章雜誌, 網路新聞, Facebook, Instagram, Twitter",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
4/29/2019 19:55:02,高二,宜蘭、花東,火災,拍到黑洞周圍電磁波影像,不知道,不知道,以上皆非,隱私外洩,不知道,川普,不知道,令和,50 / 100,"網路新聞, 巴哈姆特討論區, Facebook, 其他",,馬馬虎虎，就像我們連梗都懶得想一樣,2,,,,
4/29/2019 19:56:28,高三,基北北,火災,不知道,不知道,爆炸案,不知道,不知道,槍擊案,習近平,海底地震,不知道,30 / 100,"網路新聞, Facebook, Instagram, Dcard",,中間偏難，跟你找到女朋友的可能一樣,5,,,,
4/29/2019 19:57:41,高二,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,政變,大陸,隱私外洩,不知道,習近平,海底地震,善化,30 / 100,"報章雜誌, 網路新聞, Facebook, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 19:58:12,高三,宜蘭、花東,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,大陸,不知道,以上皆非,川普,火山爆發,令和,60 / 100,"電視, 廣播, 報章雜誌, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/29/2019 19:58:59,高二,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,地震,不知道,不知道,槍擊案,金正恩,海底地震,不知道,50 / 100,"電視, 報章雜誌, 網路新聞, Facebook, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/30/2019 20:08:04,高一,基北北,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,以上皆非,隱私外洩,以上皆非,習近平,不知道,令和,60 / 100,"電視, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳, Dcard, 其他",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 20:00:24,高二,宜蘭、花東,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,隱私外洩,槍擊案,金正恩,不知道,令和,80 / 100,"電視, 廣播, Facebook, PTT",,馬馬虎虎，就像我們連梗都懶得想一樣,3,,,,
4/30/2019 20:49:19,高一,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,政變,不知道,臉書被中資收購,槍擊案,金正恩,海底地震,令和,60 / 100,"電視, 報章雜誌, 網路新聞, 巴哈姆特討論區, Facebook, Instagram, PTT, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/30/2019 23:00:46,高一,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,不知道,不知道,隱私外洩,槍擊案,不知道,海底地震,令和,60 / 100,"網路新聞, Facebook, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,4,,,,
4/29/2019 20:06:45,高二,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,不知道,北韓,臉書被中資收購,槍擊案,不知道,火山爆發,令和,60 / 100,"網路新聞, 巴哈姆特討論區, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 20:07:20,其他,宜蘭、花東,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,火山爆發,令和,100 / 100,"電視, 網路新聞, 巴哈姆特討論區, Facebook, PTT, Dcard",,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,3,,,,
4/30/2019 23:27:44,高一,宜蘭、花東,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,不知道,隱私外洩,槍擊案,不知道,海底地震,令和,60 / 100,"報章雜誌, 巴哈姆特討論區, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 20:07:54,高二,高屏,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,北韓,伺服器搬家造成大當機,槍擊案,金正恩,不知道,令和,70 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,這些事有發生過哦，怕豹.jpg,5,,,,
